"taxon_name","n","native_to_europe","wcvp_accepted_id.x","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","tiles","area_km2","wcvp_status","wcvp_accepted_id.y","taxon_name.y","min_fr","rel_status"
"Coccoloba uvifera",4,FALSE,2729556,"Polygonaceae","Coccoloba","Perennial","Woody","Woody","Perennial",1,347.790615365606,"Accepted",2729556,"Coccoloba uvifera",NA,"Family in Europe, Genus not"
"Cocos nucifera",8,FALSE,44645,"Arecaceae","Cocos","Perennial","Woody","Woody","Perennial",17,18627.3243020332,"Accepted",44645,"Cocos nucifera",NA,"Family in Europe, Genus not"
"Codiaeum variegatum",6,FALSE,44790,"Euphorbiaceae","Codiaeum","Perennial","Woody","Woody","Perennial",1,2467.86326427235,"Accepted",44790,"Codiaeum variegatum",NA,"Family in Europe, Genus not"
"Coffea arabica",8,FALSE,45400,"Rubiaceae","Coffea","Perennial","Woody","Woody","Perennial",5,11989.5988265897,"Accepted",45400,"Coffea arabica",NA,"Family in Europe, Genus not"
"Coix lacryma-jobi",1,FALSE,405633,"Poaceae","Coix",NA,"Non-Woody","Non-Woody",NA,44,100539.592648872,"Accepted",405633,"Coix lacryma-jobi",1959,"Family in Europe, Genus not"
"Coleus forsteri",2,FALSE,533979,"Lamiaceae","Coleus","Perennial","Non-Woody","Non-Woody","Perennial",1,3232.17006175939,"Accepted",533979,"Coleus forsteri",NA,"Family in Europe, Genus not"
"Coleus scutellarioides",2,FALSE,46100,"Lamiaceae","Coleus",NA,NA,"Non-Woody","Perennial",34,68987.1496050144,"Accepted",46100,"Coleus scutellarioides",NA,"Family in Europe, Genus not"
"Colobanthus subulatus",1,FALSE,2731324,"Caryophyllaceae","Colobanthus","Perennial","Non-Woody","Non-Woody","Perennial",42,55113.8546857536,"Accepted",2731324,"Colobanthus subulatus",1911,"Family in Europe, Genus not"
"Colocasia esculenta",4,FALSE,46275,"Araceae","Colocasia","Perennial","Non-Woody","Non-Woody","Perennial",73,143341.698899189,"Accepted",46275,"Colocasia esculenta",1898,"Family in Europe, Genus not"
"Conoclinium coelestinum",1,FALSE,3131697,"Asteraceae","Conoclinium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Coprosma repens",1,FALSE,46926,"Rubiaceae","Coprosma","Perennial","Woody","Woody","Perennial",44,71571.8856675739,"Accepted",46926,"Coprosma repens",1963,"Family in Europe, Genus not"
"Coptis aspleniifolia",1,FALSE,2736101,"Ranunculaceae","Coptis",NA,NA,"Non-Woody",NA,1,3572.22449349669,"Accepted",2736101,"Coptis aspleniifolia",NA,"Family in Europe, Genus not"
"Coptis japonica",1,FALSE,2736112,"Ranunculaceae","Coptis",NA,"Non-Woody","Non-Woody",NA,NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Corchorus olitorius",1,FALSE,2736427,"Malvaceae","Corchorus","Annual","Non-Woody","Non-Woody","Annual",6,10646.57673493,"Accepted",2736427,"Corchorus olitorius",NA,"Family in Europe, Genus not"
"Cordia myxa",2,FALSE,2737033,"Boraginaceae","Cordia","Perennial","Woody","Woody","Perennial",1,2480.44537710393,"Accepted",2737033,"Cordia myxa",NA,"Family in Europe, Genus not"
"Cordia sinensis",2,FALSE,2737232,"Boraginaceae","Cordia","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Cordyline australis",2,FALSE,303137,"Asparagaceae","Cordyline","Perennial","Woody","Woody","Perennial",140,212737.683394592,"Accepted",303137,"Cordyline australis",1965,"Family in Europe, Genus not"
"Cordyline fruticosa",2,FALSE,303171,"Asparagaceae","Cordyline","Perennial","Woody","Woody","Perennial",2,4540.10019776063,"Accepted",303171,"Cordyline fruticosa",NA,"Family in Europe, Genus not"
"Cordyline indivisa",2,FALSE,303185,"Asparagaceae","Cordyline","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Cordyline stricta",1,FALSE,303236,"Asparagaceae","Cordyline","Perennial","Woody","Woody","Perennial",1,3572.22449349669,"Accepted",303236,"Cordyline stricta",NA,"Family in Europe, Genus not"
"Coreopsis grandiflora",5,FALSE,3117350,"Asteraceae","Coreopsis","Perennial","Non-Woody","Non-Woody","Perennial",360,754624.990808857,"Accepted",3117350,"Coreopsis grandiflora",1885,"Family in Europe, Genus not"
"Coreopsis lanceolata",1,FALSE,3117374,"Asteraceae","Coreopsis","Perennial","Non-Woody","Non-Woody","Perennial",399,823562.898554098,"Accepted",3117374,"Coreopsis lanceolata",1885,"Family in Europe, Genus not"
"Coreopsis tinctoria",1,FALSE,3117449,"Asteraceae","Coreopsis","Annual","Non-Woody","Non-Woody","Annual",848,1614691.58508404,"Accepted",3117449,"Coreopsis tinctoria",1855,"Family in Europe, Genus not"
"Coriandrum sativum",16,FALSE,2737546,"Apiaceae","Coriandrum","Annual","Non-Woody","Non-Woody","Annual",1237,2401248.42218912,"Accepted",2737546,"Coriandrum sativum",1793,"Family in Europe, Genus not"
"Corymbia citriodora",1,FALSE,47992,"Myrtaceae","Corymbia","Perennial","Woody","Woody","Perennial",5,16242.4112215632,"Accepted",47992,"Corymbia citriodora",NA,"Family in Europe, Genus not"
"Cosmos atrosanguineus",1,FALSE,3117308,"Asteraceae","Cosmos","Perennial","Non-Woody","Non-Woody","Perennial",6,12524.9041422398,"Accepted",3117308,"Cosmos atrosanguineus",NA,"Family in Europe, Genus not"
"Cosmos bipinnatus",8,FALSE,2926450,"Asteraceae","Cosmos","Annual","Non-Woody","Non-Woody","Annual",1834,3446372.74097827,"Accepted",2926450,"Cosmos bipinnatus",1807,"Family in Europe, Genus not"
"Cosmos sulphureus",3,FALSE,3117604,"Asteraceae","Cosmos","Annual","Non-Woody","Non-Woody","Annual",212,394005.669979,"Accepted",3117604,"Cosmos sulphureus",1869,"Family in Europe, Genus not"
"Cotula australis",1,FALSE,3105055,"Asteraceae","Cotula","Annual","Non-Woody","Non-Woody","Annual",153,278115.2960081,"Accepted",3105055,"Cotula australis",1893,"Family in Europe, Genus not"
"Cotula barbata",2,FALSE,3105057,"Asteraceae","Cotula","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Cotula coronopifolia",2,FALSE,3105066,"Asteraceae","Cotula",NA,"Non-Woody","Non-Woody","Annual",330,530525.234986182,"Accepted",3105066,"Cotula coronopifolia",1700,"Family in Europe, Genus not"
"Cotula nigellifolia",1,FALSE,3105190,"Asteraceae","Cotula",NA,"Non-Woody","Non-Woody","Annual",1,3572.22449349669,"Accepted",3105190,"Cotula nigellifolia",NA,"Family in Europe, Genus not"
"Cotula turbinata",4,FALSE,3105217,"Asteraceae","Cotula","Annual","Non-Woody","Non-Woody","Annual",1,2083.79805788215,"Accepted",3105217,"Cotula turbinata",1947,"Family in Europe, Genus not"
"Cotyledon orbiculata",2,FALSE,2740248,"Crassulaceae","Cotyledon","Perennial","Woody","Woody","Perennial",57,104322.830196633,"Accepted",2740248,"Cotyledon orbiculata",NA,"Family in Europe, Genus not"
"Crotalaria juncea",1,FALSE,2743867,"Fabaceae","Crotalaria","Annual","Non-Woody","Non-Woody","Annual",5,10958.6607767887,"Accepted",2743867,"Crotalaria juncea",NA,"Family in Europe, Genus not"
"Cryptomeria japonica",7,FALSE,382991,"Cupressaceae","Cryptomeria","Perennial","Woody","Woody","Perennial",284,486545.423655855,"Accepted",382991,"Cryptomeria japonica",1965,"Family in Europe, Genus not"
"Cucumis ficifolius",1,FALSE,2746945,"Cucurbitaceae","Cucumis","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Cucumis melo",22,FALSE,2746992,"Cucurbitaceae","Cucumis","Annual","Non-Woody","Non-Woody","Annual",436,810464.882143696,"Accepted",2746992,"Cucumis melo",1791,"Family in Europe, Genus not"
"Cucumis metuliferus",1,FALSE,2747009,"Cucurbitaceae","Cucumis","Annual","Non-Woody","Non-Woody","Annual",1,836.515420259922,"Accepted",2747009,"Cucumis metuliferus",1999,"Family in Europe, Genus not"
"Cucumis myriocarpus",2,FALSE,2747017,"Cucurbitaceae","Cucumis","Annual","Non-Woody","Non-Woody","Annual",56,148465.342691863,"Accepted",2747017,"Cucumis myriocarpus",1895,"Family in Europe, Genus not"
"Cucumis prophetarum",1,FALSE,2747043,"Cucurbitaceae","Cucumis",NA,"Non-Woody","Non-Woody","Annual",2,6147.31400812831,"Accepted",2747043,"Cucumis prophetarum",NA,"Family in Europe, Genus not"
"Cucumis sativus",44,FALSE,2747062,"Cucurbitaceae","Cucumis","Annual","Non-Woody","Non-Woody","Annual",423,705828.149049676,"Accepted",2747062,"Cucumis sativus",1810,"Family in Europe, Genus not"
"Cucurbita ficifolia",3,FALSE,2747136,"Cucurbitaceae","Cucurbita",NA,"Non-Woody","Non-Woody","Annual",71,146667.528094772,"Accepted",2747136,"Cucurbita ficifolia",1835,"Family in Europe, Genus not"
"Cucurbita maxima",12,FALSE,2747160,"Cucurbitaceae","Cucurbita","Annual","Non-Woody","Non-Woody","Annual",329,594308.182425181,"Accepted",2747160,"Cucurbita maxima",1810,"Family in Europe, Genus not"
"Cucurbita moschata",3,FALSE,2747174,"Cucurbitaceae","Cucurbita","Annual","Non-Woody","Non-Woody","Annual",173,326256.364571281,"Accepted",2747174,"Cucurbita moschata",1901,"Family in Europe, Genus not"
"Cucurbita pepo",18,FALSE,2747186,"Cucurbitaceae","Cucurbita","Annual","Non-Woody","Non-Woody","Annual",887,1633006.03361748,"Accepted",2747186,"Cucurbita pepo",1810,"Family in Europe, Genus not"
"Cuminum cyminum",1,FALSE,2747364,"Apiaceae","Cuminum","Annual","Non-Woody","Non-Woody","Annual",11,29424.5567761907,"Accepted",2747364,"Cuminum cyminum",1832,"Family in Europe, Genus not"
"Cunninghamia lanceolata",1,FALSE,383010,"Cupressaceae","Cunninghamia","Perennial","Woody","Woody","Perennial",16,36141.891846136,"Accepted",383010,"Cunninghamia lanceolata",NA,"Family in Europe, Genus not"
"Curio citriformis",1,FALSE,3079967,"Asteraceae","Curio",NA,"Non-Woody","Non-Woody",NA,1,3572.22449349669,"Accepted",3079967,"Curio citriformis",NA,"Family in Europe, Genus not"
"Cymbopogon citratus",2,FALSE,406132,"Poaceae","Cymbopogon","Perennial","Non-Woody","Non-Woody","Perennial",1,1419.73734994879,"Accepted",406132,"Cymbopogon citratus",NA,"Family in Europe, Genus not"
"Cyrtomium falcatum",3,FALSE,3151696,"Polypodiaceae","Cyrtomium","Perennial","Non-Woody","Non-Woody","Perennial",124,220270.231845822,"Accepted",3151696,"Cyrtomium falcatum",1951,"Family in Europe, Genus not"
"Dahlia atropurpurea",1,FALSE,3117609,"Asteraceae","Dahlia","Perennial",NA,"Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Dahlia coccinea",2,FALSE,2928726,"Asteraceae","Dahlia","Perennial","Non-Woody","Non-Woody","Perennial",11,22793.6426123789,"Accepted",2928726,"Dahlia coccinea",1997,"Family in Europe, Genus not"
"Dahlia merckii",1,FALSE,3117633,"Asteraceae","Dahlia","Perennial","Non-Woody","Non-Woody","Perennial",1,3572.22449349669,"Accepted",3117633,"Dahlia merckii",NA,"Family in Europe, Genus not"
"Dahlia pinnata",16,FALSE,3117675,"Asteraceae","Dahlia","Perennial","Non-Woody","Non-Woody","Perennial",708,1384078.37413873,"Accepted",3117675,"Dahlia pinnata",1885,"Family in Europe, Genus not"
"Datura ferox",1,FALSE,2757788,"Solanaceae","Datura","Annual","Non-Woody","Non-Woody","Annual",145,321320.342330513,"Accepted",2757788,"Datura ferox",1949,"Family in Europe, Genus not"
"Datura innoxia",6,FALSE,2757799,"Solanaceae","Datura",NA,NA,"Non-Woody","Annual",436,862205.379146958,"Accepted",2757799,"Datura innoxia",1856,"Family in Europe, Genus not"
"Datura metel",3,FALSE,2757816,"Solanaceae","Datura","Annual","Non-Woody","Non-Woody","Annual",19,41521.0614525562,"Accepted",2757816,"Datura metel",NA,"Family in Europe, Genus not"
"Datura quercifolia",1,FALSE,2757838,"Solanaceae","Datura","Annual","Non-Woody","Non-Woody","Annual",2,6759.12138384809,"Accepted",2757838,"Datura quercifolia",NA,"Family in Europe, Genus not"
"Datura stramonium",31,FALSE,2757848,"Solanaceae","Datura","Annual","Non-Woody","Non-Woody","Annual",2203,4134120.18648758,"Accepted",2757848,"Datura stramonium",1550,"Family in Europe, Genus not"
"Delairea odorata",2,FALSE,3086686,"Asteraceae","Delairea","Perennial","Non-Woody","Non-Woody","Perennial",142,260078.776367588,"Accepted",3086686,"Delairea odorata",1883,"Family in Europe, Genus not"
"Delonix regia",4,FALSE,2759139,"Fabaceae","Delonix","Perennial","Woody","Woody","Perennial",3,5333.84208257936,"Accepted",2759139,"Delonix regia",NA,"Family in Europe, Genus not"
"Delosperma cooperi",2,FALSE,2759189,"Aizoaceae","Delosperma","Perennial","Non-Woody","Non-Woody","Perennial",177,333044.575939023,"Accepted",2759189,"Delosperma cooperi",2018,"Family in Europe, Genus not"
"Dendrocalamus asper",1,FALSE,407421,"Poaceae","Dendrocalamus","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Dennstaedtia punctilobula",1,FALSE,3143728,"Dennstaedtiaceae","Dennstaedtia","Perennial","Non-Woody","Non-Woody","Perennial",4,6958.778208368,"Accepted",3143728,"Dennstaedtia punctilobula",1900,"Family in Europe, Genus not"
"Dichanthium annulatum",1,FALSE,408597,"Poaceae","Dichanthium","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Dichondra micrantha",1,FALSE,485855,"Convolvulaceae","Dichondra","Perennial","Non-Woody","Non-Woody","Perennial",117,238416.518691482,"Accepted",485855,"Dichondra micrantha",1942,"Family in Europe, Genus not"
"Dictyosperma album",1,FALSE,61491,"Arecaceae","Dictyosperma","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Diervilla lonicera",1,FALSE,2767878,"Caprifoliaceae","Diervilla","Perennial","Woody","Woody","Perennial",37,60866.6724460553,"Accepted",2767878,"Diervilla lonicera",1925,"Family in Europe, Genus not"
"Dimocarpus longan",2,FALSE,2768547,"Sapindaceae","Dimocarpus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Dimorphotheca barberae",1,FALSE,3086965,"Asteraceae","Dimorphotheca",NA,"Non-Woody","Non-Woody","Annual",2,3261.91958757641,"Accepted",3086965,"Dimorphotheca barberae",NA,"Family in Europe, Genus not"
"Dimorphotheca ecklonis",2,FALSE,3087100,"Asteraceae","Dimorphotheca","Perennial","Woody","Woody","Perennial",123,214018.388047356,"Accepted",3087100,"Dimorphotheca ecklonis",NA,"Family in Europe, Genus not"
"Dimorphotheca jucunda",1,FALSE,3087140,"Asteraceae","Dimorphotheca",NA,"Non-Woody","Non-Woody","Annual",41,52338.1827184554,"Accepted",3087140,"Dimorphotheca jucunda",1989,"Family in Europe, Genus not"
"Dimorphotheca pluvialis",2,FALSE,3087331,"Asteraceae","Dimorphotheca","Annual","Non-Woody","Non-Woody","Annual",202,426087.042318525,"Accepted",3087331,"Dimorphotheca pluvialis",1895,"Family in Europe, Genus not"
"Dimorphotheca sinuata",2,FALSE,3087357,"Asteraceae","Dimorphotheca","Annual","Non-Woody","Non-Woody","Annual",134,282214.248828556,"Accepted",3087357,"Dimorphotheca sinuata",NA,"Family in Europe, Genus not"
"Disphyma crassifolium",3,FALSE,2773147,"Aizoaceae","Disphyma","Perennial","Non-Woody","Non-Woody","Perennial",50,79399.4501948829,"Accepted",2773147,"Disphyma crassifolium",1936,"Family in Europe, Genus not"
"Dolichorrhiza caucasica",1,FALSE,3086808,"Asteraceae","Dolichorrhiza","Perennial",NA,NA,"Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Dombeya wallichii",1,FALSE,2775269,"Malvaceae","Dombeya","Perennial","Woody","Woody","Perennial",5,11465.0997856204,"Accepted",2775269,"Dombeya wallichii",NA,"Family in Europe, Genus not"
"Dracaena draco",13,FALSE,304633,"Asparagaceae","Dracaena","Perennial","Woody","Woody","Perennial",17,38020.9032110282,"Accepted",304633,"Dracaena draco",NA,"Family in Europe, Genus not"
"Dracaena fragrans",2,FALSE,304662,"Asparagaceae","Dracaena","Perennial","Woody","Woody","Perennial",3,4734.41173872179,"Accepted",304662,"Dracaena fragrans",NA,"Family in Europe, Genus not"
"Dracaena reflexa var. angustifolia",5,FALSE,304787,"Asparagaceae","Dracaena","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Drusa glandulosa",2,FALSE,2778300,"Apiaceae","Drusa","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Duhaldea nervosa",1,FALSE,3113029,"Asteraceae","Duhaldea","Perennial","Non-Woody","Non-Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Duranta erecta",6,FALSE,65221,"Verbenaceae","Duranta","Perennial","Woody","Woody","Perennial",33,59548.9757583212,"Accepted",65221,"Duranta erecta",NA,"Family in Europe, Genus not"
"Echeveria gibbiflora",1,FALSE,2781153,"Crassulaceae","Echeveria","Perennial",NA,"Non-Woody","Perennial",1,3572.22449349669,"Accepted",2781153,"Echeveria gibbiflora",NA,"Family in Europe, Genus not"
"Echeveria secunda",1,FALSE,2781359,"Crassulaceae","Echeveria","Perennial","Non-Woody","Non-Woody","Perennial",1,2806.65888101633,"Accepted",2781359,"Echeveria secunda",NA,"Family in Europe, Genus not"
"Echinacea purpurea",10,FALSE,2910452,"Asteraceae","Echinacea","Perennial","Non-Woody","Non-Woody","Perennial",304,566132.16781246,"Accepted",2910452,"Echinacea purpurea",2005,"Family in Europe, Genus not"
"Echinocystis lobata",2,FALSE,2782958,"Cucurbitaceae","Echinocystis","Annual","Non-Woody","Non-Woody","Annual",1330,2453800.73809285,"Accepted",2782958,"Echinocystis lobata",1807,"Family in Europe, Genus not"
"Elaeis guineensis",1,FALSE,66337,"Arecaceae","Elaeis","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Elodea canadensis",3,FALSE,309448,"Hydrocharitaceae","Elodea","Perennial","Non-Woody","Non-Woody","Perennial",6397,9001741.0203324,"Accepted",309448,"Elodea canadensis",1836,"Family in Europe, Genus not"
"Elsholtzia ciliata",3,FALSE,66715,"Lamiaceae","Elsholtzia","Annual","Non-Woody","Non-Woody","Annual",302,538937.860980798,"Accepted",66715,"Elsholtzia ciliata",1800,"Family in Europe, Genus not"
"Elwendia cylindrica",1,FALSE,2995739,"Apiaceae","Elwendia",NA,NA,"Non-Woody",NA,NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Elwendia persica",1,FALSE,2995775,"Apiaceae","Elwendia",NA,"Non-Woody","Non-Woody",NA,NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Emilia coccinea",2,FALSE,3086242,"Asteraceae","Emilia","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Emilia sonchifolia",1,FALSE,3086349,"Asteraceae","Emilia","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Enterolobium cyclocarpum",1,FALSE,2789590,"Fabaceae","Enterolobium","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Epipremnum aureum",1,FALSE,70476,"Araceae","Epipremnum","Perennial","Non-Woody","Non-Woody","Perennial",1,2671.93225924171,"Accepted",70476,"Epipremnum aureum",NA,"Family in Europe, Genus not"
"Erechtites hieraciifolius",3,FALSE,3084164,"Asteraceae","Erechtites","Annual","Non-Woody","Non-Woody","Annual",304,549397.959226717,"Accepted",3084164,"Erechtites hieraciifolius",1887,"Family in Europe, Genus not"
"Erechtites valerianifolius",1,FALSE,3084229,"Asteraceae","Erechtites","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Eriobotrya japonica",44,FALSE,2901791,"Rosaceae","Eriobotrya","Perennial","Woody","Woody","Perennial",713,1548024.61478077,"Accepted",2901791,"Eriobotrya japonica",1811,"Family in Europe, Genus not"
"Eriocapitella hupehensis",5,FALSE,3227526,"Ranunculaceae","Eriocapitella",NA,NA,NA,NA,363,620824.214016359,"Accepted",3227526,"Eriocapitella hupehensis",1974,"Family in Europe, Genus not"
"Erythrina bogotensis",1,FALSE,2912253,"Fabaceae","Erythrina",NA,NA,"Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Erythrina crista-galli",5,FALSE,2800831,"Fabaceae","Erythrina","Perennial","Woody","Woody","Perennial",24,42188.5227557639,"Accepted",2800831,"Erythrina crista-galli",NA,"Family in Europe, Genus not"
"Erythrina variegata",1,FALSE,2801051,"Fabaceae","Erythrina","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Eschscholzia californica",7,FALSE,2801972,"Papaveraceae","Eschscholzia",NA,"Non-Woody","Non-Woody",NA,1239,2231311.41066346,"Accepted",2801972,"Eschscholzia californica",1864,"Family in Europe, Genus not"
"Eucalyptus bridgesiana",1,FALSE,72568,"Myrtaceae","Eucalyptus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Eucalyptus camaldulensis",14,FALSE,72616,"Myrtaceae","Eucalyptus","Perennial","Woody","Woody","Perennial",110,249216.753274084,"Accepted",72616,"Eucalyptus camaldulensis",1971,"Family in Europe, Genus not"
"Eucalyptus cinerea",2,FALSE,72671,"Myrtaceae","Eucalyptus","Perennial","Woody","Woody","Perennial",8,15194.5689061953,"Accepted",72671,"Eucalyptus cinerea",NA,"Family in Europe, Genus not"
"Eucalyptus globulus",7,FALSE,73008,"Myrtaceae","Eucalyptus","Perennial","Woody","Woody","Perennial",343,720696.573088542,"Accepted",73008,"Eucalyptus globulus",1943,"Family in Europe, Genus not"
"Eucalyptus gomphocephala",2,FALSE,73019,"Myrtaceae","Eucalyptus","Perennial","Woody","Woody","Perennial",21,45569.41895086,"Accepted",73019,"Eucalyptus gomphocephala",NA,"Family in Europe, Genus not"
"Eucalyptus gunnii",4,FALSE,73063,"Myrtaceae","Eucalyptus","Perennial","Woody","Woody","Perennial",51,98633.6076741566,"Accepted",73063,"Eucalyptus gunnii",1887,"Family in Europe, Genus not"
"Eucalyptus nitens",1,FALSE,73436,"Myrtaceae","Eucalyptus","Perennial","Woody","Woody","Perennial",13,28392.6245870548,"Accepted",73436,"Eucalyptus nitens",NA,"Family in Europe, Genus not"
"Eucalyptus ovata",1,FALSE,73534,"Myrtaceae","Eucalyptus","Perennial","Woody","Woody","Perennial",2,6373.79378070311,"Accepted",73534,"Eucalyptus ovata",NA,"Family in Europe, Genus not"
"Eucalyptus perriniana",1,FALSE,73614,"Myrtaceae","Eucalyptus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Eucalyptus polyanthemos",1,FALSE,73672,"Myrtaceae","Eucalyptus","Perennial","Woody","Woody","Perennial",4,5602.94862288013,"Accepted",73672,"Eucalyptus polyanthemos",NA,"Family in Europe, Genus not"
"Eucalyptus pulverulenta",2,FALSE,73720,"Myrtaceae","Eucalyptus","Perennial","Woody","Woody","Perennial",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Eucalyptus robusta",1,FALSE,73814,"Myrtaceae","Eucalyptus","Perennial","Woody","Woody","Perennial",17,32039.5221499305,"Accepted",73814,"Eucalyptus robusta",1997,"Family in Europe, Genus not"
"Eucalyptus viminalis",1,FALSE,74103,"Myrtaceae","Eucalyptus","Perennial","Woody","Woody","Perennial",20,40717.6322511736,"Accepted",74103,"Eucalyptus viminalis",1996,"Family in Europe, Genus not"
"Eugenia uniflora",3,FALSE,77153,"Myrtaceae","Eugenia","Perennial","Woody","Woody","Perennial",2,5644.46142698496,"Accepted",77153,"Eugenia uniflora",NA,"Family in Europe, Genus not"
"Euphrosyne xanthiifolia",4,FALSE,3119592,"Asteraceae","Euphrosyne","Annual","Non-Woody","Non-Woody","Annual",6,6811.10442725362,"Accepted",3119592,"Euphrosyne xanthiifolia",1842,"Family in Europe, Genus not"
"Euryops acraeus",1,FALSE,3085598,"Asteraceae","Euryops","Perennial","Woody","Woody","Perennial",2,4686.41916448405,"Accepted",3085598,"Euryops acraeus",NA,"Family in Europe, Genus not"
"Euryops pectinatus",5,FALSE,3085781,"Asteraceae","Euryops","Perennial","Woody","Woody","Perennial",32,53017.0408223863,"Accepted",3085781,"Euryops pectinatus",NA,"Family in Europe, Genus not"
"Euthamia graminifolia",1,FALSE,3102167,"Asteraceae","Euthamia","Perennial","Non-Woody","Non-Woody","Perennial",161,310470.800937795,"Accepted",3102167,"Euthamia graminifolia",1685,"Family in Europe, Genus not"
"Eutrochium fistulosum",1,FALSE,3130613,"Asteraceae","Eutrochium","Perennial","Non-Woody","Non-Woody","Perennial",2,1310.8662500218,"Accepted",3130613,"Eutrochium fistulosum",NA,"Family in Europe, Genus not"
"Eutrochium maculatum",2,FALSE,3130619,"Asteraceae","Eutrochium","Perennial","Non-Woody","Non-Woody","Perennial",68,102957.2423029,"Accepted",3130619,"Eutrochium maculatum",2004,"Family in Europe, Genus not"
"Eutrochium purpureum",1,FALSE,2926776,"Asteraceae","Eutrochium","Perennial","Non-Woody","Non-Woody","Perennial",42,61838.0733530093,"Accepted",2926776,"Eutrochium purpureum",1895,"Family in Europe, Genus not"
"Exacum macranthum",2,FALSE,2806066,"Gentianaceae","Exacum","Annual","Non-Woody","Non-Woody","Annual",NA,NA,NA,NA,NA,NA,"Family in Europe, Genus not"
"Fagopyrum esculentum",13,FALSE,2807310,"Polygonaceae","Fagopyrum","Annual","Non-Woody","Non-Woody","Annual",1843,3233203.09957944,"Accepted",2807310,"Fagopyrum esculentum",1540,"Family in Europe, Genus not"
"Fagopyrum tataricum",4,FALSE,2807341,"Polygonaceae","Fagopyrum","Annual","Non-Woody","Non-Woody","Annual",479,846061.945461572,"Accepted",2807341,"Fagopyrum tataricum",1744,"Family in Europe, Genus not"
"Farfugium japonicum",2,FALSE,3076789,"Asteraceae","Farfugium","Perennial","Non-Woody","Non-Woody","Perennial",19,28312.5079150499,"Accepted",3076789,"Farfugium japonicum",NA,"Family in Europe, Genus not"
"Fargesia nitida",2,FALSE,414227,"Poaceae","Fargesia","Perennial",NA,NA,"Perennial",1,1307.73925942173,"Accepted",414227,"Fargesia nitida",NA,"Family in Europe, Genus not"
"Fargesia rufa",1,FALSE,414249,"Poaceae","Fargesia","Perennial",NA,NA,"Perennial",2,5295.16687235168,"Accepted",414249,"Fargesia rufa",NA,"Family in Europe, Genus not"
"Fatsia japonica",9,FALSE,84268,"Araliaceae","Fatsia","Perennial","Woody","Woody","Perennial",151,243234.128185092,"Accepted",84268,"Fatsia japonica",1952,"Family in Europe, Genus not"
"Feijoa sellowiana",2,FALSE,84305,"Myrtaceae","Feijoa","Perennial","Woody","Woody","Perennial",52,105373.736982669,"Accepted",84305,"Feijoa sellowiana",NA,"Family in Europe, Genus not"
"Felicia tenella",1,FALSE,3095300,"Asteraceae","Felicia","Annual","Non-Woody","Non-Woody","Annual",1,3572.22449349669,"Accepted",3095300,"Felicia tenella",1911,"Family in Europe, Genus not"
