"taxon_name","n","native_to_europe","wcvp_accepted_id","family","genus","LifeCycle","Woodiness","woodiness","lifecycle"
"Strigosella africana",5,TRUE,2475226,"Brassicaceae","Strigosella","Annual","Non-Woody","Non-Woody","Annual"
"Stuckenia filiformis",2,TRUE,309907,"Potamogetonaceae","Stuckenia","Perennial","Non-Woody","Non-Woody","Perennial"
"Stuckenia pectinata",6,TRUE,309906,"Potamogetonaceae","Stuckenia","Perennial","Non-Woody","Non-Woody","Perennial"
"Styphnolobium japonicum",20,FALSE,2598486,"Fabaceae","Styphnolobium","Perennial","Woody","Woody","Perennial"
"Styrax officinalis",6,TRUE,2581185,"Styracaceae","Styrax","Perennial","Woody","Woody","Perennial"
"Suaeda acuminata",2,TRUE,2483926,"Amaranthaceae","Suaeda","Annual","Non-Woody","Non-Woody","Annual"
"Suaeda altissima",6,TRUE,2484047,"Amaranthaceae","Suaeda","Annual","Non-Woody","Non-Woody","Annual"
"Suaeda arcuata",1,FALSE,2484057,"Amaranthaceae","Suaeda","Annual","Non-Woody","Non-Woody","Annual"
"Suaeda asphaltica",3,FALSE,2484053,"Amaranthaceae","Suaeda","Perennial","Woody","Woody","Perennial"
"Suaeda dendroides",1,TRUE,2484066,"Amaranthaceae","Suaeda","Perennial","Woody","Woody","Perennial"
"Suaeda maritima",32,TRUE,2484020,"Amaranthaceae","Suaeda",NA,"Non-Woody","Non-Woody","Perennial"
"Suaeda microphylla",2,FALSE,2483997,"Amaranthaceae","Suaeda","Perennial","Woody","Woody","Perennial"
"Suaeda physophora",2,TRUE,2484698,"Amaranthaceae","Suaeda","Perennial","Woody","Woody","Perennial"
"Suaeda prostrata",1,TRUE,2484711,"Amaranthaceae","Suaeda",NA,NA,"Woody","Perennial"
"Suaeda splendens",4,TRUE,2484706,"Amaranthaceae","Suaeda","Annual","Non-Woody","Non-Woody","Annual"
"Suaeda vera",73,TRUE,2483959,"Amaranthaceae","Suaeda","Perennial","Woody","Woody","Perennial"
"Suaeda vermiculata",9,TRUE,2483936,"Amaranthaceae","Suaeda","Perennial","Woody","Woody","Perennial"
"Succisa pratensis",40,TRUE,2593868,"Caprifoliaceae","Succisa",NA,"Non-Woody","Non-Woody",NA
"Succisella inflexa",2,TRUE,2593903,"Caprifoliaceae","Succisella","Perennial","Non-Woody","Non-Woody","Perennial"
"Succowia balearica",1,TRUE,2475211,"Brassicaceae","Succowia","Annual","Non-Woody","Non-Woody","Annual"
"Sulla carnosa",1,FALSE,2593018,"Fabaceae","Sulla",NA,"Non-Woody","Non-Woody","Annual"
"Sulla coronaria",17,TRUE,2873321,"Fabaceae","Sulla","Perennial","Non-Woody","Non-Woody","Perennial"
"Sulla flexuosa",2,TRUE,2593019,"Fabaceae","Sulla",NA,"Non-Woody","Non-Woody","Annual"
"Sulla glomerata",4,TRUE,2589952,"Fabaceae","Sulla",NA,NA,"Non-Woody","Annual"
"Sulla spinosissima",2,TRUE,2589953,"Fabaceae","Sulla","Annual","Non-Woody","Non-Woody","Annual"
"Swertia perennis",5,TRUE,2590292,"Gentianaceae","Swertia","Perennial","Non-Woody","Non-Woody","Perennial"
"Swertia perennis var. perennis",1,TRUE,3261250,"Gentianaceae","Swertia",NA,NA,"Non-Woody","Perennial"
"Syagrus romanzoffiana",5,FALSE,198839,"Arecaceae","Syagrus","Perennial","Woody","Woody","Perennial"
"Symphoricarpos albus",53,FALSE,2486129,"Caprifoliaceae","Symphoricarpos","Perennial","Woody","Woody","Perennial"
"Symphoricarpos orbiculatus",3,FALSE,2486027,"Caprifoliaceae","Symphoricarpos","Perennial","Woody","Woody","Perennial"
"Symphyotrichum chilense",1,FALSE,3103144,"Asteraceae","Symphyotrichum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphyotrichum ciliolatum",1,FALSE,3102768,"Asteraceae","Symphyotrichum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphyotrichum cordifolium",1,FALSE,3103191,"Asteraceae","Symphyotrichum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphyotrichum dumosum",4,FALSE,3103237,"Asteraceae","Symphyotrichum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphyotrichum ericoides",3,FALSE,3103276,"Asteraceae","Symphyotrichum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphyotrichum expansum",5,FALSE,3103872,"Asteraceae","Symphyotrichum","Annual","Non-Woody","Non-Woody","Annual"
"Symphyotrichum foliaceum",1,FALSE,3103337,"Asteraceae","Symphyotrichum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphyotrichum laeve",1,FALSE,3103421,"Asteraceae","Symphyotrichum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphyotrichum lanceolatum",3,FALSE,3103441,"Asteraceae","Symphyotrichum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphyotrichum novae-angliae",5,FALSE,3103552,"Asteraceae","Symphyotrichum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphyotrichum novi-belgii",9,FALSE,3103597,"Asteraceae","Symphyotrichum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphyotrichum pilosum",1,FALSE,3103724,"Asteraceae","Symphyotrichum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphyotrichum puniceum",2,FALSE,3103764,"Asteraceae","Symphyotrichum","Perennial",NA,"Non-Woody","Perennial"
"Symphyotrichum shortii",1,FALSE,3103810,"Asteraceae","Symphyotrichum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphyotrichum squamatum",2,FALSE,3103888,"Asteraceae","Symphyotrichum",NA,"Non-Woody","Non-Woody","Perennial"
"Symphyotrichum × salignum",5,FALSE,3104066,"Asteraceae","Symphyotrichum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphyotrichum × versicolor",2,FALSE,3104077,"Asteraceae","Symphyotrichum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphytum anatolicum",4,FALSE,2475956,"Boraginaceae","Symphytum",NA,NA,"Non-Woody","Perennial"
"Symphytum asperum",12,FALSE,2475962,"Boraginaceae","Symphytum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphytum brachycalyx",6,FALSE,2475961,"Boraginaceae","Symphytum",NA,NA,"Non-Woody","Perennial"
"Symphytum bulbosum",5,TRUE,2475951,"Boraginaceae","Symphytum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphytum caucasicum",1,TRUE,2475712,"Boraginaceae","Symphytum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphytum cordatum",11,TRUE,2475722,"Boraginaceae","Symphytum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphytum grandiflorum",2,FALSE,2475615,"Boraginaceae","Symphytum",NA,NA,"Non-Woody","Perennial"
"Symphytum ibiricum",2,FALSE,2475629,"Boraginaceae","Symphytum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphytum officinale",68,TRUE,2475636,"Boraginaceae","Symphytum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphytum officinale subsp. officinale",1,TRUE,3259117,"Boraginaceae","Symphytum",NA,NA,"Non-Woody","Perennial"
"Symphytum officinale subsp. uliginosum",1,TRUE,2898457,"Boraginaceae","Symphytum",NA,NA,"Non-Woody","Perennial"
"Symphytum orientale",3,TRUE,2475647,"Boraginaceae","Symphytum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphytum ottomanum",4,TRUE,2475648,"Boraginaceae","Symphytum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphytum tauricum",4,TRUE,2475642,"Boraginaceae","Symphytum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphytum tuberosum",27,TRUE,2475643,"Boraginaceae","Symphytum","Perennial","Non-Woody","Non-Woody","Perennial"
"Symphytum tuberosum subsp. angustifolium",2,TRUE,2933525,"Boraginaceae","Symphytum",NA,NA,"Non-Woody","Perennial"
"Symphytum × uplandicum",2,FALSE,2475726,"Boraginaceae","Symphytum","Perennial","Non-Woody","Non-Woody","Perennial"
"Syringa emodi",3,FALSE,356258,"Oleaceae","Syringa","Perennial","Woody","Woody","Perennial"
"Syringa josikaea",7,TRUE,356247,"Oleaceae","Syringa","Perennial","Woody","Woody","Perennial"
"Syringa komarowii",3,FALSE,356251,"Oleaceae","Syringa","Perennial","Woody","Woody","Perennial"
"Syringa persica",4,FALSE,356316,"Oleaceae","Syringa","Perennial","Woody","Woody","Perennial"
"Syringa reticulata",2,FALSE,356262,"Oleaceae","Syringa","Perennial","Woody","Woody","Perennial"
"Syringa tomentella",1,FALSE,356294,"Oleaceae","Syringa","Perennial","Woody","Woody","Perennial"
"Syringa tomentella subsp. sweginzowii",2,FALSE,375010,"Oleaceae","Syringa",NA,NA,"Woody","Perennial"
"Syringa tomentella subsp. yunnanensis",1,FALSE,375014,"Oleaceae","Syringa",NA,NA,"Woody","Perennial"
"Syringa villosa",3,FALSE,356492,"Oleaceae","Syringa","Perennial","Woody","Woody","Perennial"
"Syringa villosa subsp. wolfii",2,FALSE,374239,"Oleaceae","Syringa",NA,NA,"Woody","Perennial"
"Syringa vulgaris",83,TRUE,356495,"Oleaceae","Syringa","Perennial","Woody","Woody","Perennial"
"Syzygium jambos",1,FALSE,199743,"Myrtaceae","Syzygium","Perennial","Woody","Woody","Perennial"
"Syzygium myrtifolium",1,FALSE,348617,"Myrtaceae","Syzygium","Perennial","Woody","Woody","Perennial"
"Taeniatherum caput-medusae",10,TRUE,446237,"Poaceae","Taeniatherum","Annual","Non-Woody","Non-Woody","Annual"
"Taeniopetalum arenarium",7,TRUE,3010595,"Apiaceae","Taeniopetalum","Perennial","Non-Woody","Non-Woody","Perennial"
"Tagetes erecta",14,FALSE,2929143,"Asteraceae","Tagetes","Annual","Non-Woody","Non-Woody","Annual"
"Tagetes minuta",4,FALSE,3119212,"Asteraceae","Tagetes","Annual","Non-Woody","Non-Woody","Annual"
"Tagetes tenuifolia",2,FALSE,2929150,"Asteraceae","Tagetes","Annual","Non-Woody","Non-Woody","Annual"
"Takhtajaniantha austriaca",6,TRUE,3246887,"Asteraceae","Takhtajaniantha","Perennial","Non-Woody","Non-Woody","Perennial"
"Takhtajaniantha crispa",1,TRUE,3246885,"Asteraceae","Takhtajaniantha",NA,NA,"Non-Woody","Perennial"
"Takhtajaniantha glabra",1,TRUE,3309343,"Asteraceae","Takhtajaniantha","Perennial","Non-Woody","Non-Woody","Perennial"
"Takhtajaniantha tau-saghyz",1,FALSE,3246903,"Asteraceae","Takhtajaniantha","Perennial",NA,"Non-Woody","Perennial"
"Tamarindus indica",1,FALSE,2444682,"Fabaceae","Tamarindus","Perennial","Woody","Woody","Perennial"
"Tamarix africana",36,TRUE,2520300,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial"
"Tamarix aphylla",11,FALSE,2520285,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial"
"Tamarix boveana",1,TRUE,2520092,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial"
"Tamarix canariensis",28,TRUE,2520099,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial"
"Tamarix dalmatica",1,TRUE,2520087,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial"
"Tamarix dioica",2,FALSE,2913173,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial"
"Tamarix gallica",70,TRUE,2520053,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial"
"Tamarix gracilis",1,TRUE,2520044,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial"
"Tamarix hampeana",1,TRUE,2520054,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial"
"Tamarix hispida",1,FALSE,2520047,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial"
"Tamarix jordanis",2,FALSE,2520157,"Tamaricaceae","Tamarix",NA,NA,"Woody","Perennial"
"Tamarix laxa",4,TRUE,2520142,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial"
"Tamarix nilotica",9,TRUE,2520115,"Tamaricaceae","Tamarix",NA,NA,"Woody","Perennial"
"Tamarix octandra",1,TRUE,2520112,"Tamaricaceae","Tamarix",NA,NA,"Woody","Perennial"
"Tamarix parviflora",14,TRUE,2520133,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial"
"Tamarix ramosissima",20,TRUE,2521261,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial"
"Tamarix smyrnensis",5,TRUE,2521247,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial"
"Tamarix tetragyna",8,FALSE,2521269,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial"
"Tamarix tetrandra",9,TRUE,2521227,"Tamaricaceae","Tamarix","Perennial","Woody","Woody","Perennial"
"Tanacetum argenteum",2,FALSE,3111409,"Asteraceae","Tanacetum","Perennial",NA,"Non-Woody","Perennial"
"Tanacetum argenteum subsp. canum",1,FALSE,3111423,"Asteraceae","Tanacetum",NA,NA,"Non-Woody","Perennial"
"Tanacetum balsamita",17,TRUE,3111077,"Asteraceae","Tanacetum","Perennial","Non-Woody","Non-Woody","Perennial"
"Tanacetum balsamita var. balsamitoides",1,FALSE,3111481,"Asteraceae","Tanacetum",NA,NA,"Non-Woody","Perennial"
"Tanacetum bipinnatum",1,TRUE,3111489,"Asteraceae","Tanacetum","Perennial","Non-Woody","Non-Woody","Perennial"
"Tanacetum cilicium",2,FALSE,3111541,"Asteraceae","Tanacetum",NA,NA,"Non-Woody","Perennial"
"Tanacetum cinerariifolium",9,TRUE,3111549,"Asteraceae","Tanacetum","Perennial","Non-Woody","Non-Woody","Perennial"
"Tanacetum coccineum",5,TRUE,3111550,"Asteraceae","Tanacetum","Perennial","Non-Woody","Non-Woody","Perennial"
"Tanacetum corymbosum",43,TRUE,3111570,"Asteraceae","Tanacetum","Perennial","Non-Woody","Non-Woody","Perennial"
"Tanacetum corymbosum subsp. subcorymbosum",3,TRUE,3239596,"Asteraceae","Tanacetum",NA,NA,"Non-Woody","Perennial"
"Tanacetum densum",1,FALSE,3111615,"Asteraceae","Tanacetum","Perennial",NA,"Non-Woody","Perennial"
"Tanacetum macrophyllum",5,FALSE,3111705,"Asteraceae","Tanacetum","Perennial","Non-Woody","Non-Woody","Perennial"
"Tanacetum millefolium",6,TRUE,3111341,"Asteraceae","Tanacetum","Perennial","Non-Woody","Non-Woody","Perennial"
"Tanacetum nitens",1,FALSE,3111352,"Asteraceae","Tanacetum",NA,NA,"Non-Woody","Perennial"
"Tanacetum partheniifolium",2,TRUE,2916986,"Asteraceae","Tanacetum",NA,NA,"Non-Woody","Perennial"
"Tanacetum parthenium",24,TRUE,2916972,"Asteraceae","Tanacetum","Perennial","Non-Woody","Non-Woody","Perennial"
"Tanacetum poteriifolium",1,FALSE,3110289,"Asteraceae","Tanacetum",NA,NA,"Non-Woody","Perennial"
"Tanacetum praeteritum",1,FALSE,3110290,"Asteraceae","Tanacetum","Perennial","Woody","Woody","Perennial"
"Tanacetum uniflorum",1,FALSE,3111774,"Asteraceae","Tanacetum",NA,NA,"Non-Woody","Perennial"
"Tanacetum vulgare",204,TRUE,2929189,"Asteraceae","Tanacetum","Perennial","Non-Woody","Non-Woody","Perennial"
"Tanacetum vulgare subsp. siculum",1,TRUE,3111792,"Asteraceae","Tanacetum",NA,NA,"Non-Woody","Perennial"
"Tarasa capitata",1,FALSE,2515905,"Malvaceae","Tarasa","Perennial","Woody","Woody","Perennial"
"Taraxacum arcticum",1,TRUE,3058594,"Asteraceae","Taraxacum","Perennial","Non-Woody","Non-Woody","Perennial"
"Taraxacum campylodes",2,TRUE,2916961,"Asteraceae","Taraxacum",NA,"Non-Woody","Non-Woody","Perennial"
"Taraxacum kok-saghyz",3,FALSE,3058996,"Asteraceae","Taraxacum","Perennial","Non-Woody","Non-Woody","Perennial"
"Taraxacum nigricans",3,TRUE,3059981,"Asteraceae","Taraxacum","Perennial","Non-Woody","Non-Woody","Perennial"
"Taraxacum palustre",1,TRUE,3060153,"Asteraceae","Taraxacum","Perennial","Non-Woody","Non-Woody","Perennial"
"Taraxacum pinto-silvae",1,TRUE,3060197,"Asteraceae","Taraxacum","Perennial","Non-Woody","Non-Woody","Perennial"
"Taraxacum sect. Taraxacum",170,TRUE,2916959,"Asteraceae","Taraxacum",NA,NA,"Non-Woody","Perennial"
"Taraxacum serotinum",2,TRUE,3060770,"Asteraceae","Taraxacum","Perennial","Non-Woody","Non-Woody","Perennial"
"Taraxacum sundbergii",1,TRUE,3060868,"Asteraceae","Taraxacum","Perennial","Non-Woody","Non-Woody","Perennial"
"Taxodium distichum",6,FALSE,378596,"Cupressaceae","Taxodium","Perennial","Woody","Woody","Perennial"
"Taxus baccata",46,TRUE,378626,"Taxaceae","Taxus","Perennial","Woody","Woody","Perennial"
"Taxus cuspidata",3,FALSE,378602,"Taxaceae","Taxus","Perennial","Woody","Woody","Perennial"
"Tecoma stans",4,FALSE,318412,"Bignoniaceae","Tecoma","Perennial","Woody","Woody","Perennial"
"Tecomaria capensis",4,FALSE,318566,"Bignoniaceae","Tecomaria","Perennial","Woody","Woody","Perennial"
"Teesdalia conferta",1,TRUE,2437869,"Brassicaceae","Teesdalia","Perennial","Non-Woody","Non-Woody","Perennial"
"Teesdalia nudicaulis",10,TRUE,2437875,"Brassicaceae","Teesdalia","Annual","Non-Woody","Non-Woody","Annual"
"Telanthophora grandifolia",1,FALSE,3078644,"Asteraceae","Telanthophora","Perennial","Woody","Woody","Perennial"
"Telekia speciosa",9,TRUE,3114557,"Asteraceae","Telekia","Perennial","Non-Woody","Non-Woody","Perennial"
"Tellima grandiflora",1,FALSE,2520992,"Saxifragaceae","Tellima","Perennial","Non-Woody","Non-Woody","Perennial"
"Tephroseris crispa",7,TRUE,3076960,"Asteraceae","Tephroseris","Perennial","Non-Woody","Non-Woody","Perennial"
"Tephroseris helenitis",5,TRUE,3077939,"Asteraceae","Tephroseris","Perennial","Non-Woody","Non-Woody","Perennial"
"Tephroseris integrifolia",4,TRUE,3077985,"Asteraceae","Tephroseris","Perennial","Non-Woody","Non-Woody","Perennial"
"Tephroseris integrifolia subsp. capitata",1,TRUE,3078066,"Asteraceae","Tephroseris",NA,NA,"Non-Woody","Perennial"
"Tephroseris longifolia",2,TRUE,3078048,"Asteraceae","Tephroseris","Perennial","Non-Woody","Non-Woody","Perennial"
"Tephroseris palustris",3,TRUE,3078152,"Asteraceae","Tephroseris","Perennial","Non-Woody","Non-Woody","Perennial"
"Tephroseris papposa",2,TRUE,3078153,"Asteraceae","Tephroseris","Perennial",NA,"Non-Woody","Perennial"
"Terminalia catappa",1,FALSE,2431102,"Combretaceae","Terminalia","Perennial","Woody","Woody","Perennial"
"Tetraclinis articulata",12,TRUE,379376,"Cupressaceae","Tetraclinis","Perennial","Woody","Woody","Perennial"
"Tetradium daniellii",1,FALSE,2514724,"Rutaceae","Tetradium","Perennial","Woody","Woody","Perennial"
"Tetragonia tetragonoides",1,FALSE,2445492,"Aizoaceae","Tetragonia",NA,NA,NA,NA
"Teucrium aureum",6,TRUE,202677,"Lamiaceae","Teucrium","Perennial","Woody","Woody","Perennial"
"Teucrium betonicum",1,FALSE,202698,"Lamiaceae","Teucrium","Perennial",NA,"Woody","Perennial"
"Teucrium botrys",8,TRUE,202705,"Lamiaceae","Teucrium","Annual","Non-Woody","Non-Woody","Annual"
"Teucrium bracteatum",2,TRUE,202708,"Lamiaceae","Teucrium","Perennial","Non-Woody","Non-Woody","Perennial"
"Teucrium canum",1,FALSE,202747,"Lamiaceae","Teucrium","Perennial",NA,"Woody","Perennial"
"Teucrium capitatum",11,TRUE,202749,"Lamiaceae","Teucrium","Perennial","Woody","Woody","Perennial"
"Teucrium capitatum subsp. gracillimum",2,TRUE,202753,"Lamiaceae","Teucrium",NA,NA,"Woody","Perennial"
"Teucrium chamaedrys",55,TRUE,202772,"Lamiaceae","Teucrium","Perennial","Woody","Woody","Perennial"
"Teucrium chamaedrys subsp. pinnatifidum",1,TRUE,202787,"Lamiaceae","Teucrium",NA,NA,"Woody","Perennial"
"Teucrium chamaedrys subsp. sinuatum",1,FALSE,202788,"Lamiaceae","Teucrium",NA,NA,"Woody","Perennial"
"Teucrium charidemi",1,TRUE,202795,"Lamiaceae","Teucrium","Perennial","Woody","Woody","Perennial"
"Teucrium divaricatum",3,TRUE,202870,"Lamiaceae","Teucrium","Perennial","Woody","Woody","Perennial"
"Teucrium dunense",1,TRUE,202883,"Lamiaceae","Teucrium","Perennial","Non-Woody","Non-Woody","Perennial"
"Teucrium faurei",1,FALSE,202908,"Lamiaceae","Teucrium","Perennial",NA,"Woody","Perennial"
"Teucrium flavum",11,TRUE,202916,"Lamiaceae","Teucrium","Perennial","Woody","Woody","Perennial"
"Teucrium fruticans",9,TRUE,202931,"Lamiaceae","Teucrium","Perennial","Woody","Woody","Perennial"
"Teucrium gnaphalodes",1,TRUE,202949,"Lamiaceae","Teucrium","Perennial","Woody","Woody","Perennial"
"Teucrium heterophyllum",2,FALSE,202981,"Lamiaceae","Teucrium","Perennial","Woody","Woody","Perennial"
"Teucrium kotschyanum",1,FALSE,203019,"Lamiaceae","Teucrium","Perennial","Non-Woody","Non-Woody","Perennial"
"Teucrium lamiifolium",1,TRUE,203028,"Lamiaceae","Teucrium","Perennial",NA,"Woody","Perennial"
"Teucrium lucidum",1,TRUE,203054,"Lamiaceae","Teucrium","Perennial","Woody","Woody","Perennial"
"Teucrium lusitanicum",2,TRUE,203057,"Lamiaceae","Teucrium","Perennial","Woody","Woody","Perennial"
"Teucrium luteum",1,TRUE,203060,"Lamiaceae","Teucrium","Perennial","Woody","Woody","Perennial"
"Teucrium marum",7,TRUE,203094,"Lamiaceae","Teucrium","Perennial","Woody","Woody","Perennial"
"Teucrium massiliense",2,TRUE,203101,"Lamiaceae","Teucrium","Perennial",NA,"Woody","Perennial"
"Teucrium montanum",24,TRUE,203119,"Lamiaceae","Teucrium","Perennial","Woody","Woody","Perennial"
"Teucrium murcicum",1,TRUE,203140,"Lamiaceae","Teucrium","Perennial",NA,"Woody","Perennial"
"Teucrium orientale",6,FALSE,203174,"Lamiaceae","Teucrium","Perennial","Non-Woody","Non-Woody","Perennial"
"Teucrium orientale var. glabrescens",1,FALSE,203176,"Lamiaceae","Teucrium",NA,NA,"Woody","Perennial"
"Teucrium polium",27,TRUE,203217,"Lamiaceae","Teucrium","Perennial","Woody","Woody","Perennial"
"Teucrium pseudoscorodonia",2,TRUE,203300,"Lamiaceae","Teucrium","Perennial",NA,"Woody","Perennial"
"Teucrium pyrenaicum",2,TRUE,203314,"Lamiaceae","Teucrium","Perennial","Non-Woody","Non-Woody","Perennial"
"Teucrium salviastrum",1,TRUE,203368,"Lamiaceae","Teucrium","Perennial",NA,"Woody","Perennial"
"Teucrium scordium",6,TRUE,203381,"Lamiaceae","Teucrium","Perennial","Non-Woody","Non-Woody","Perennial"
"Teucrium scordium subsp. scordioides",1,TRUE,203384,"Lamiaceae","Teucrium",NA,NA,"Woody","Perennial"
"Teucrium scorodonia",48,TRUE,203387,"Lamiaceae","Teucrium",NA,"Non-Woody","Non-Woody","Perennial"
"Teucrium siculum",3,TRUE,203401,"Lamiaceae","Teucrium","Perennial","Non-Woody","Non-Woody","Perennial"
"Teucrium subspinosum",1,TRUE,203433,"Lamiaceae","Teucrium","Perennial",NA,"Woody","Perennial"
"Teucrium tananicum",1,FALSE,203441,"Lamiaceae","Teucrium",NA,NA,"Woody","Perennial"
"Teucrium webbianum",1,TRUE,203494,"Lamiaceae","Teucrium","Perennial",NA,"Woody","Perennial"
"Thalictrum alpinum",12,TRUE,2516424,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum aquilegiifolium",38,TRUE,2513374,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum calabricum",2,TRUE,2513444,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum delavayi",4,FALSE,2512515,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum dioicum",1,FALSE,2512516,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum flavum",39,TRUE,2512664,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum foetidum",13,TRUE,2512696,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum isopyroides",1,FALSE,2512656,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum lucidum",19,TRUE,2512323,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum minus",49,TRUE,2512463,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum minus subsp. elatum",2,TRUE,2512467,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum minus subsp. majus",3,TRUE,2891340,"Ranunculaceae","Thalictrum",NA,NA,"Non-Woody","Perennial"
"Thalictrum minus subsp. minus",2,TRUE,3259794,"Ranunculaceae","Thalictrum",NA,NA,"Non-Woody","Perennial"
"Thalictrum minus subsp. saxatile",3,TRUE,2926408,"Ranunculaceae","Thalictrum",NA,NA,"Non-Woody","Perennial"
"Thalictrum petaloideum",2,FALSE,2512564,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum pubescens",1,FALSE,2512967,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum pubigerum",1,FALSE,2512953,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum rochebruneanum",1,FALSE,2512918,"Ranunculaceae","Thalictrum",NA,NA,"Non-Woody","Perennial"
"Thalictrum simplex",18,TRUE,2512711,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum simplex subsp. galioides",2,TRUE,2512707,"Ranunculaceae","Thalictrum",NA,NA,"Non-Woody","Perennial"
"Thalictrum simplex subsp. rariflorum",1,TRUE,3232431,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum simplex subsp. simplex",1,TRUE,3259801,"Ranunculaceae","Thalictrum",NA,NA,"Non-Woody","Perennial"
"Thalictrum sparsiflorum",1,FALSE,2512742,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum speciosissimum",3,TRUE,2870988,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum squarrosum",1,FALSE,2512728,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum sultanabadense",1,FALSE,2512869,"Ranunculaceae","Thalictrum",NA,NA,"Non-Woody","Perennial"
"Thalictrum tuberiferum",1,FALSE,2512825,"Ranunculaceae","Thalictrum","Perennial","Non-Woody","Non-Woody","Perennial"
"Thalictrum tuberosum",3,TRUE,2512822,"Ranunculaceae","Thalictrum",NA,"Non-Woody","Non-Woody","Perennial"
"Thamnocalamus spathiflorus",1,FALSE,446354,"Poaceae","Thamnocalamus","Perennial","Woody","Woody","Perennial"
"Thapsia asclepium",3,TRUE,2435934,"Apiaceae","Thapsia","Perennial","Non-Woody","Non-Woody","Perennial"
"Thapsia foetida",1,TRUE,2435940,"Apiaceae","Thapsia","Perennial","Non-Woody","Non-Woody","Perennial"
"Thapsia garganica",11,TRUE,2435941,"Apiaceae","Thapsia","Perennial","Non-Woody","Non-Woody","Perennial"
