"taxon_name","n","native_to_europe","wcvp_accepted_id","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","min_fr"
"Pittosporum tobira",26,FALSE,2571780,"Pittosporaceae","Pittosporum","Perennial","Woody","Woody","Perennial",1993
"Pittosporum undulatum",2,FALSE,2571766,"Pittosporaceae","Pittosporum","Perennial","Woody","Woody","Perennial",1971
"Plagius flosculosus",2,TRUE,3112792,"Asteraceae","Plagius","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Plagius grandis",4,FALSE,3112685,"Asteraceae","Plagius","Perennial",NA,"Non-Woody","Perennial",1971
"Plantago afra",3,TRUE,2556632,"Plantaginaceae","Plantago","Annual","Non-Woody","Non-Woody","Annual",1759
"Plantago afra subsp. afra",4,TRUE,3260583,"Plantaginaceae","Plantago",NA,NA,"Non-Woody","Perennial",NA
"Plantago albicans",9,TRUE,2556637,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Plantago alpina",9,TRUE,2571391,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",1934
"Plantago altissima",8,TRUE,2571394,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",1832
"Plantago amplexicaulis",1,TRUE,2571401,"Plantaginaceae","Plantago","Annual","Non-Woody","Non-Woody","Annual",NA
"Plantago arborescens",1,FALSE,2571383,"Plantaginaceae","Plantago",NA,NA,"Non-Woody","Perennial",NA
"Plantago argentea",1,TRUE,2571431,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Plantago aristata",2,FALSE,2571406,"Plantaginaceae","Plantago",NA,"Non-Woody","Non-Woody","Perennial",1880
"Plantago atrata",7,TRUE,2571325,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Plantago barbata subsp. barbata",1,FALSE,3260910,"Plantaginaceae","Plantago",NA,NA,"Non-Woody","Perennial",NA
"Plantago bellardii",1,TRUE,2571319,"Plantaginaceae","Plantago","Annual","Non-Woody","Non-Woody","Annual",NA
"Plantago camtschatica",2,FALSE,2571506,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Plantago cornuti",5,TRUE,2571447,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Plantago coronopus",25,TRUE,2571444,"Plantaginaceae","Plantago",NA,"Non-Woody","Non-Woody","Perennial",1875
"Plantago coronopus subsp. macrorhiza",6,TRUE,2930283,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Plantago crassifolia",1,TRUE,2571499,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Plantago cretica",1,TRUE,2571473,"Plantaginaceae","Plantago","Annual","Non-Woody","Non-Woody","Annual",NA
"Plantago depressa",2,TRUE,2570075,"Plantaginaceae","Plantago",NA,"Non-Woody","Non-Woody","Perennial",NA
"Plantago gentianoides",2,TRUE,2570059,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Plantago indica",14,TRUE,2557206,"Plantaginaceae","Plantago","Annual","Non-Woody","Non-Woody","Annual",1811
"Plantago lagopus",10,TRUE,2570000,"Plantaginaceae","Plantago","Annual","Non-Woody","Non-Woody","Annual",1886
"Plantago lanceolata",141,TRUE,2569834,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",1500
"Plantago major",73,TRUE,2569743,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",1928
"Plantago major subsp. intermedia",5,TRUE,2898322,"Plantaginaceae","Plantago",NA,NA,"Non-Woody","Perennial",NA
"Plantago maritima",43,TRUE,2569772,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",1995
"Plantago maritima subsp. maritima",5,TRUE,3260882,"Plantaginaceae","Plantago",NA,"Non-Woody","Non-Woody","Perennial",NA
"Plantago media",51,TRUE,2569797,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",1866
"Plantago monosperma",1,TRUE,2569966,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Plantago monosperma subsp. discolor",2,TRUE,3233399,"Plantaginaceae","Plantago",NA,NA,"Non-Woody","Perennial",NA
"Plantago nivalis",1,TRUE,2569997,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Plantago ovata",1,TRUE,2569899,"Plantaginaceae","Plantago","Annual","Non-Woody","Non-Woody","Annual",1906
"Plantago rugelii",1,FALSE,2570561,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Plantago salsa",1,TRUE,2570555,"Plantaginaceae","Plantago",NA,NA,"Non-Woody","Perennial",NA
"Plantago schwarzenbergiana",1,TRUE,2570536,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Plantago sempervirens",7,TRUE,2570583,"Plantaginaceae","Plantago","Perennial",NA,"Non-Woody","Perennial",1880
"Plantago sericea",1,FALSE,2570623,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Plantago serraria",6,TRUE,2570577,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Plantago sinaica",1,FALSE,2570742,"Plantaginaceae","Plantago",NA,NA,"Non-Woody","Perennial",NA
"Plantago subulata",11,TRUE,2570774,"Plantaginaceae","Plantago","Perennial","Non-Woody","Non-Woody","Perennial",1895
"Plantago tenuiflora",2,TRUE,2570666,"Plantaginaceae","Plantago","Annual","Non-Woody","Non-Woody","Annual",NA
"Plantago webbii",1,FALSE,2570700,"Plantaginaceae","Plantago",NA,NA,"Non-Woody","Perennial",NA
"Plantago weldenii",1,TRUE,2570693,"Plantaginaceae","Plantago","Annual","Non-Woody","Non-Woody","Annual",NA
"Platanthera bifolia",5,TRUE,157039,"Orchidaceae","Platanthera","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Platanthera chlorantha",3,TRUE,157076,"Orchidaceae","Platanthera","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Platanus occidentalis",9,FALSE,2570459,"Platanaceae","Platanus","Perennial","Woody","Woody","Perennial",1770
"Platanus orientalis",62,TRUE,2570462,"Platanaceae","Platanus","Perennial","Woody","Woody","Perennial",1750
"Platanus racemosa",1,FALSE,2570467,"Platanaceae","Platanus","Perennial","Woody","Woody","Perennial",NA
"Platycladus orientalis",27,FALSE,378336,"Cupressaceae","Platycladus","Perennial","Woody","Woody","Perennial",1800
"Plectocephalus americanus",1,FALSE,3046533,"Asteraceae","Plectocephalus",NA,NA,NA,NA,NA
"Plectranthus fruticosus",1,FALSE,158099,"Lamiaceae","Plectranthus","Perennial",NA,NA,"Perennial",NA
"Pleioblastus distichus",1,FALSE,434728,"Poaceae","Pleioblastus","Perennial",NA,NA,"Perennial",NA
"Pleioblastus linearis",1,FALSE,434796,"Poaceae","Pleioblastus","Perennial",NA,NA,"Perennial",NA
"Pleioblastus variegatus",2,FALSE,434891,"Poaceae","Pleioblastus","Perennial",NA,NA,"Perennial",1993
"Plerandra elegantissima",4,FALSE,492271,"Araliaceae","Plerandra","Perennial","Woody","Woody","Perennial",NA
"Plerandra veitchii",1,FALSE,492285,"Araliaceae","Plerandra","Perennial","Woody","Woody","Perennial",NA
"Pleurospermum austriacum",4,TRUE,2405067,"Apiaceae","Pleurospermum","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Pleurospermum uralense",1,TRUE,2405125,"Apiaceae","Pleurospermum","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Plocama calabrica",3,TRUE,347971,"Rubiaceae","Plocama","Perennial","Woody","Woody","Perennial",NA
"Plocama pendula",13,FALSE,161420,"Rubiaceae","Plocama","Perennial","Woody","Woody","Perennial",NA
"Pluchea dioscoridis",2,FALSE,3115033,"Asteraceae","Pluchea","Perennial","Woody","Woody","Perennial",NA
"Plumbago auriculata",2,FALSE,2570524,"Plumbaginaceae","Plumbago","Perennial","Woody","Woody","Perennial",1972
"Plumbago europaea",2,TRUE,2570483,"Plumbaginaceae","Plumbago","Perennial",NA,"Woody","Perennial",NA
"Plumeria alba",3,FALSE,161520,"Apocynaceae","Plumeria","Perennial","Woody","Woody","Perennial",NA
"Plumeria rubra",2,FALSE,161631,"Apocynaceae","Plumeria","Perennial","Woody","Woody","Perennial",NA
"Poa alpigena",2,TRUE,435078,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Poa alpina",24,TRUE,435085,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",1850
"Poa angustifolia",25,TRUE,435167,"Poaceae","Poa",NA,"Non-Woody","Non-Woody","Perennial",2011
"Poa annua",119,TRUE,435194,"Poaceae","Poa","Annual","Non-Woody","Non-Woody","Annual",1831
"Poa arctica",1,TRUE,435235,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Poa badensis",2,TRUE,435337,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Poa bulbosa",28,TRUE,435458,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",1925
"Poa cenisia",4,TRUE,435540,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Poa chaixii",13,TRUE,435556,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",1821
"Poa compressa",29,TRUE,435622,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",1866
"Poa flabellata",1,FALSE,435918,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",1900
"Poa glauca",3,TRUE,435996,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Poa hackelii",1,FALSE,436075,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Poa humilis",6,TRUE,436146,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",1915
"Poa laxa",2,TRUE,436330,"Poaceae","Poa",NA,NA,"Non-Woody","Perennial",NA
"Poa longifolia",2,TRUE,436406,"Poaceae","Poa",NA,NA,"Non-Woody","Perennial",NA
"Poa minor",1,TRUE,436537,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Poa molinerii",2,TRUE,436552,"Poaceae","Poa",NA,NA,"Non-Woody","Perennial",NA
"Poa nemoralis",74,TRUE,436600,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",1902
"Poa palustris",17,TRUE,436739,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",1879
"Poa persica",1,FALSE,436817,"Poaceae","Poa","Annual","Non-Woody","Non-Woody","Annual",1947
"Poa pratensis",139,TRUE,436906,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",1915
"Poa pumila",1,TRUE,437044,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Poa rehmannii",2,TRUE,437088,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Poa remota",2,TRUE,437092,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Poa stiriaca",1,TRUE,437357,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Poa timoleontis",1,TRUE,437500,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Poa trivialis",79,TRUE,437547,"Poaceae","Poa","Perennial","Non-Woody","Non-Woody","Perennial",1939
"Poa versicolor",1,TRUE,437633,"Poaceae","Poa",NA,"Non-Woody","Non-Woody","Perennial",NA
"Podocytisus caramanicus",1,TRUE,2535965,"Fabaceae","Podocytisus","Perennial","Woody","Woody","Perennial",NA
"Podonosma orientalis",2,FALSE,2413187,"Boraginaceae","Podonosma","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Podranea ricasoliana",4,FALSE,317844,"Bignoniaceae","Podranea","Perennial",NA,NA,"Perennial",2001
"Polemonium boreale",3,TRUE,2566087,"Polemoniaceae","Polemonium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polemonium caeruleum",11,TRUE,2566071,"Polemoniaceae","Polemonium","Perennial","Non-Woody","Non-Woody","Perennial",1720
"Polemonium carneum",1,FALSE,2566122,"Polemoniaceae","Polemonium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polemonium occidentale",1,FALSE,2565776,"Polemoniaceae","Polemonium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polemonium pulchellum",1,FALSE,2565705,"Polemoniaceae","Polemonium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polemonium pulcherrimum",1,FALSE,2565697,"Polemoniaceae","Polemonium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polemonium reptans",2,FALSE,2565702,"Polemoniaceae","Polemonium","Perennial","Non-Woody","Non-Woody","Perennial",1995
"Polemonium villosum",3,TRUE,2565725,"Polemoniaceae","Polemonium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polycalymma stuartii",1,FALSE,3089775,"Asteraceae","Polycalymma","Annual","Non-Woody","Non-Woody","Annual",NA
"Polycarpaea carnosa",1,FALSE,2409436,"Caryophyllaceae","Polycarpaea",NA,NA,"Non-Woody","Perennial",NA
"Polycarpaea divaricata",1,FALSE,2409597,"Caryophyllaceae","Polycarpaea",NA,NA,"Non-Woody","Perennial",NA
"Polycarpaea nivea",1,FALSE,2409983,"Caryophyllaceae","Polycarpaea","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polycarpaea smithii",1,FALSE,2410007,"Caryophyllaceae","Polycarpaea",NA,NA,"Non-Woody","Perennial",NA
"Polycarpon tetraphyllum",3,TRUE,2409666,"Caryophyllaceae","Polycarpon","Perennial","Non-Woody","Non-Woody","Perennial",1774
"Polygala alpestris",4,TRUE,2565853,"Polygalaceae","Polygala","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polygala amara",1,TRUE,2565892,"Polygalaceae","Polygala","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polygala amarella",2,TRUE,2565894,"Polygalaceae","Polygala","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polygala calcarea",1,TRUE,2566611,"Polygalaceae","Polygala","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polygala comosa",2,TRUE,2566266,"Polygalaceae","Polygala","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polygala cretacea",1,TRUE,2566205,"Polygalaceae","Polygala",NA,NA,"Non-Woody","Perennial",NA
"Polygala exilis",1,TRUE,2566328,"Polygalaceae","Polygala","Annual","Non-Woody","Non-Woody","Annual",NA
"Polygala major",1,TRUE,2572719,"Polygalaceae","Polygala","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polygala myrtifolia",1,FALSE,2572832,"Polygalaceae","Polygala","Perennial","Woody","Woody","Perennial",1911
"Polygala rupestris",1,TRUE,2555340,"Polygalaceae","Polygala","Perennial",NA,"Non-Woody","Perennial",NA
"Polygala serpyllifolia",2,TRUE,2573287,"Polygalaceae","Polygala","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polygala vulgaris",9,TRUE,2572044,"Polygalaceae","Polygala","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polygaloides chamaebuxus",5,TRUE,2571879,"Polygalaceae","Polygaloides","Perennial","Woody","Woody","Perennial",NA
"Polygonatum latifolium",3,TRUE,283990,"Asparagaceae","Polygonatum","Perennial","Non-Woody","Non-Woody","Perennial",1809
"Polygonatum multiflorum",12,TRUE,284010,"Asparagaceae","Polygonatum","Perennial","Non-Woody","Non-Woody","Perennial",1867
"Polygonatum odoratum",9,TRUE,284008,"Asparagaceae","Polygonatum","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polygonatum verticillatum",6,TRUE,284150,"Asparagaceae","Polygonatum","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polygonum acerosum",1,FALSE,2572452,"Polygonaceae","Polygonum","Annual","Non-Woody","Non-Woody","Annual",NA
"Polygonum arenarium",3,TRUE,2572389,"Polygonaceae","Polygonum","Annual","Non-Woody","Non-Woody","Annual",1860
"Polygonum arenarium subsp. pulchellum",2,TRUE,2869511,"Polygonaceae","Polygonum",NA,NA,"Non-Woody","Annual",NA
"Polygonum arenastrum",7,TRUE,2572402,"Polygonaceae","Polygonum","Annual","Non-Woody","Non-Woody","Annual",1835
"Polygonum aviculare",87,TRUE,2574669,"Polygonaceae","Polygonum","Annual","Non-Woody","Non-Woody","Annual",1700
"Polygonum bellardii",2,TRUE,2574627,"Polygonaceae","Polygonum","Annual","Non-Woody","Non-Woody","Annual",1882
"Polygonum cognatum",2,FALSE,2574767,"Polygonaceae","Polygonum","Perennial","Non-Woody","Non-Woody","Perennial",1882
"Polygonum equisetiforme",11,TRUE,2574556,"Polygonaceae","Polygonum","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polygonum luzuloides",1,FALSE,2575212,"Polygonaceae","Polygonum",NA,NA,"Non-Woody","Annual",NA
"Polygonum maritimum",5,TRUE,2574902,"Polygonaceae","Polygonum","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polygonum paronychioides",1,FALSE,2574988,"Polygonaceae","Polygonum","Perennial","Woody","Woody","Perennial",NA
"Polygonum patulum",3,TRUE,2574978,"Polygonaceae","Polygonum","Annual","Non-Woody","Non-Woody","Annual",1822
"Polygonum polycnemoides",1,FALSE,2573795,"Polygonaceae","Polygonum","Annual","Non-Woody","Non-Woody","Annual",NA
"Polygonum raii",1,TRUE,2573889,"Polygonaceae","Polygonum",NA,NA,"Non-Woody","Annual",NA
"Polygonum ramosissimum",1,FALSE,2573886,"Polygonaceae","Polygonum","Annual","Non-Woody","Non-Woody","Annual",NA
"Polygonum romanum",2,TRUE,2573841,"Polygonaceae","Polygonum","Perennial",NA,"Non-Woody","Perennial",NA
"Polygonum rurivagum",1,TRUE,2573855,"Polygonaceae","Polygonum","Annual","Non-Woody","Non-Woody","Annual",NA
"Polypodium cambricum",2,TRUE,3154764,"Polypodiaceae","Polypodium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polypodium interjectum",2,TRUE,3154793,"Polypodiaceae","Polypodium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polypodium vulgare",12,TRUE,2932574,"Polypodiaceae","Polypodium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Polypodium × mantoniae",1,TRUE,3215588,"Polypodiaceae","Polypodium",NA,NA,"Non-Woody","Perennial",NA
"Polypogon fugax",3,FALSE,438057,"Poaceae","Polypogon","Annual","Non-Woody","Non-Woody","Annual",1906
"Polypogon monspeliensis",5,TRUE,438098,"Poaceae","Polypogon","Annual","Non-Woody","Non-Woody","Annual",1749
"Polypogon subspathaceus",1,TRUE,438129,"Poaceae","Polypogon",NA,NA,"Non-Woody","Annual",NA
"Polypogon viridis",5,TRUE,438140,"Poaceae","Polypogon",NA,"Non-Woody","Non-Woody","Annual",1860
"Polyscias guilfoylei",1,FALSE,162505,"Araliaceae","Polyscias","Perennial","Woody","Woody","Perennial",NA
"Polystichum aculeatum",8,TRUE,3151209,"Polypodiaceae","Polystichum","Perennial","Non-Woody","Non-Woody","Perennial",2017
"Polystichum braunii",1,TRUE,3150970,"Polypodiaceae","Polystichum","Perennial","Non-Woody","Non-Woody","Perennial",2017
"Polystichum lonchitis",3,TRUE,3151297,"Polypodiaceae","Polystichum","Perennial","Non-Woody","Non-Woody","Perennial",1850
"Polystichum setiferum",7,TRUE,3150663,"Polypodiaceae","Polystichum","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Pontechium maculatum",3,TRUE,2413064,"Boraginaceae","Pontechium",NA,NA,NA,NA,NA
"Populus alba",216,TRUE,2917735,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",1597
"Populus angustifolia",2,FALSE,2921945,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",NA
"Populus balsamifera",47,FALSE,2917292,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",1805
"Populus deltoides subsp. deltoides",40,FALSE,3265660,"Salicaceae","Populus",NA,NA,"Woody","Perennial",NA
"Populus euphratica",11,FALSE,2917247,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",NA
"Populus fremontii",1,FALSE,2917269,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",NA
"Populus grandidentata",5,FALSE,2917577,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",NA
"Populus lasiocarpa",1,FALSE,2917774,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",1998
"Populus laurifolia",11,FALSE,2917777,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",1797
"Populus nigra",276,TRUE,2917497,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",1707
"Populus simonii",17,FALSE,2917359,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",1900
"Populus suaveolens",6,FALSE,3010066,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",1797
"Populus tremula",390,TRUE,2917379,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",NA
"Populus tremuloides",6,FALSE,2917451,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",1932
"Populus tristis",17,FALSE,2917437,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",1797
"Populus usbekistanica",1,FALSE,2917440,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",NA
"Populus × berolinensis",24,FALSE,2921421,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",1926
"Populus × canescens",65,TRUE,2917278,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",1700
"Populus × ontariensis",7,FALSE,2917460,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",1986
"Populus × tomentosa",3,FALSE,2917377,"Salicaceae","Populus","Perennial","Woody","Woody","Perennial",NA
"Portulaca grandiflora",1,FALSE,2573991,"Portulacaceae","Portulaca","Annual","Non-Woody","Non-Woody","Annual",1865
"Portulaca oleracea",25,TRUE,2566490,"Portulacaceae","Portulaca","Perennial","Non-Woody","Non-Woody","Perennial",1661
"Potamogeton alpinus",1,TRUE,308479,"Potamogetonaceae","Potamogeton","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potamogeton coloratus",2,TRUE,285981,"Potamogetonaceae","Potamogeton","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potamogeton crispus",4,TRUE,308529,"Potamogetonaceae","Potamogeton","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potamogeton gramineus",3,TRUE,308578,"Potamogetonaceae","Potamogeton","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potamogeton lucens",6,TRUE,308622,"Potamogetonaceae","Potamogeton","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potamogeton natans",12,TRUE,308642,"Potamogetonaceae","Potamogeton","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potamogeton nodosus",2,TRUE,308649,"Potamogetonaceae","Potamogeton","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potamogeton perfoliatus",7,TRUE,308679,"Potamogetonaceae","Potamogeton","Perennial","Non-Woody","Non-Woody","Perennial",1900
"Potamogeton polygonifolius",5,TRUE,308686,"Potamogetonaceae","Potamogeton","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potamogeton pusillus",2,TRUE,308698,"Potamogetonaceae","Potamogeton",NA,"Non-Woody","Non-Woody","Perennial",NA
"Potamogeton × salicifolius",1,TRUE,308711,"Potamogetonaceae","Potamogeton","Perennial",NA,"Non-Woody","Perennial",NA
"Potentilla alba",4,TRUE,2953075,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1970
"Potentilla anglica",7,TRUE,2953185,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1866
"Potentilla argentea",75,TRUE,2953370,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1994
"Potentilla argyrophylla",2,FALSE,2953541,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1876
"Potentilla astracanica",2,TRUE,2953579,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla aucheriana",1,FALSE,2953602,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla aurea",15,TRUE,2915916,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla buccoana",2,FALSE,2953825,"Rosaceae","Potentilla",NA,NA,"Non-Woody","Perennial",NA
"Potentilla bungei",1,FALSE,2953830,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla carniolica",1,TRUE,2953981,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla caulescens",4,TRUE,2953990,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla chrysantha",4,TRUE,2954080,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1903
"Potentilla cinerea",10,TRUE,2954139,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla clusiana",1,TRUE,2954200,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla crantzii",13,TRUE,2954312,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla deorum",1,TRUE,2954430,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla detommasii",2,TRUE,2954440,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla divaricata",1,FALSE,2954480,"Rosaceae","Potentilla",NA,NA,"Non-Woody","Perennial",1947
"Potentilla erecta",42,TRUE,2921972,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1955
"Potentilla frigida",1,TRUE,2954820,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla fulgens",1,FALSE,2954899,"Rosaceae","Potentilla",NA,NA,"Non-Woody","Perennial",NA
"Potentilla geranioides var. geranioides",2,FALSE,3265943,"Rosaceae","Potentilla",NA,NA,"Non-Woody","Perennial",NA
"Potentilla grandiflora",21,TRUE,2955169,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla haynaldiana",2,TRUE,2955255,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla heptaphylla",12,TRUE,2955272,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla hirta",12,TRUE,2955490,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla humifusa",3,TRUE,2955311,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla incana",13,TRUE,2955387,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla inclinata",11,TRUE,2955342,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1799
"Potentilla indica",6,FALSE,2955403,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1868
"Potentilla intermedia",5,TRUE,2955446,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1825
"Potentilla leucopolitana",1,TRUE,2955789,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla longifolia",2,TRUE,2955833,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1989
